"filename", "language", "TypeScript", "JSON", "JSON with Comments", "Markdown", "HTML", "Batch", "JavaScript", "vue", "PowerShell", "Properties", "Python", "pip requirements", "reStructuredText", "XML", "CSS", "C", "comment", "blank", "total"
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\errors.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 11, 4, 17
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\extension.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 15, 13, 56
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\extern\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 15, 13, 74
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\glob.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 43, 31, 168
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\installer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 18, 8, 98
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\launch.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 10, 8, 37
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\monkey.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 48, 37, 178
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\msvc.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 803, 0, 0, 0, 0, 0, 809, 194, 1806
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\namespaces.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 10, 20, 108
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\package_index.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 779, 0, 0, 0, 0, 0, 169, 172, 1120
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\py34compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\sandbox.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 352, 0, 0, 0, 0, 0, 76, 103, 531
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\unicode_utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 5, 10, 43
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\wheel.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 16, 23, 214
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\windows_support.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 7, 7, 30
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\_internal.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 344, 0, 0, 0, 0, 0, 83, 127, 554
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\_reloader.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0, 70, 96, 447
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\datastructures.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1571, 0, 0, 0, 0, 0, 1001, 469, 3041
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\datastructures.pyi", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 873, 0, 0, 0, 0, 0, 0, 49, 922
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\debug\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 357, 0, 0, 0, 0, 0, 98, 79, 534
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\debug\console.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 7, 54, 223
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\debug\repr.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 0, 0, 0, 0, 0, 27, 38, 286
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\debug\shared\ICON_LICENSE.md", "Markdown", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\debug\shared\debugger.js", "JavaScript", 0, 0, 0, 0, 0, 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 39, 360
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\debug\shared\style.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 1, 20, 151
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\debug\tbtools.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 268, 0, 0, 0, 0, 0, 97, 71, 436
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\exceptions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 388, 0, 0, 0, 0, 0, 339, 158, 885
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\formparser.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 306, 0, 0, 0, 0, 0, 93, 67, 466
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\http.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 693, 0, 0, 0, 0, 0, 484, 151, 1328
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\local.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 315, 0, 0, 0, 0, 0, 236, 98, 649
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\middleware\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 1, 23
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\middleware\dispatcher.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 40, 9, 79
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\middleware\http_proxy.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 61, 35, 231
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\middleware\lint.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 311, 0, 0, 0, 0, 0, 39, 71, 421
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\middleware\profiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 57, 14, 140
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\middleware\proxy_fix.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 99, 14, 188
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\middleware\shared_data.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 73, 45, 281
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\routing\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 107, 1, 134
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\routing\converters.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 90, 45, 258
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\routing\exceptions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 18, 30, 147
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\routing\map.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 477, 0, 0, 0, 0, 0, 394, 74, 945
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\routing\matcher.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 32, 27, 193
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\routing\rules.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 497, 0, 0, 0, 0, 0, 307, 101, 905
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\sansio\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\sansio\http.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 45, 21, 137
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\sansio\multipart.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 0, 0, 0, 0, 0, 36, 45, 288
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\sansio\request.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 225, 57, 548
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\sansio\response.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 439, 0, 0, 0, 0, 0, 188, 78, 705
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\sansio\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 49, 31, 166
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\security.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 49, 28, 141
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\serving.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 668, 0, 0, 0, 0, 0, 235, 167, 1070
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 792, 0, 0, 0, 0, 0, 371, 176, 1339
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\testapp.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 127, 24, 242
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\urls.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 574, 0, 0, 0, 0, 0, 348, 146, 1068
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\user_agent.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 20, 12, 48
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 350, 0, 0, 0, 0, 0, 265, 92, 707
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\wrappers\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\wrappers\request.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 296, 61, 635
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\wrappers\response.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 398, 0, 0, 0, 0, 0, 401, 87, 886
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\werkzeug\wsgi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0, 0, 427, 122, 1059
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\zipp\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 162, 66, 403
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\zipp\py310compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 5, 13
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Scripts\Activate.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 105, 33, 242
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Scripts\activate.bat", "Batch", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 34
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Scripts\deactivate.bat", "Batch", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"d:\desktop\PinesWebPro\pines3.0\pythonPro\pyvenv.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\desktop\PinesWebPro\pines3.0\src\App.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\desktop\PinesWebPro\pines3.0\src\api\index.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 37
"d:\desktop\PinesWebPro\pines3.0\src\assets\css\color-dark.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 28
"d:\desktop\PinesWebPro\pines3.0\src\assets\css\color-light.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 9, 41
"d:\desktop\PinesWebPro\pines3.0\src\assets\css\icon.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4
"d:\desktop\PinesWebPro\pines3.0\src\assets\css\main.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 4, 37, 201
"d:\desktop\PinesWebPro\pines3.0\src\assets\data\china.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\desktop\PinesWebPro\pines3.0\src\calc\eachStagePer.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 20
"d:\desktop\PinesWebPro\pines3.0\src\components\allTreesCard.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"d:\desktop\PinesWebPro\pines3.0\src\components\header.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 190
"d:\desktop\PinesWebPro\pines3.0\src\components\histCard.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\desktop\PinesWebPro\pines3.0\src\components\mapFull.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 116
"d:\desktop\PinesWebPro\pines3.0\src\components\mapHeat.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 78
"d:\desktop\PinesWebPro\pines3.0\src\components\pieCard.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\desktop\PinesWebPro\pines3.0\src\components\polyLinesCard.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\desktop\PinesWebPro\pines3.0\src\components\roseCard.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\desktop\PinesWebPro\pines3.0\src\components\sidebar.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 155
"d:\desktop\PinesWebPro\pines3.0\src\components\tags.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 180
"d:\desktop\PinesWebPro\pines3.0\src\main.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 47
"d:\desktop\PinesWebPro\pines3.0\src\router\index.ts", "TypeScript", 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 163
"d:\desktop\PinesWebPro\pines3.0\src\server\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 111
"d:\desktop\PinesWebPro\pines3.0\src\store\config.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\desktop\PinesWebPro\pines3.0\src\store\permiss.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"d:\desktop\PinesWebPro\pines3.0\src\store\sidebar.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"d:\desktop\PinesWebPro\pines3.0\src\store\tags.ts", "TypeScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 54
"d:\desktop\PinesWebPro\pines3.0\src\types\Amap.d.ts", "TypeScript", 421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 486, 371, 1278
"d:\desktop\PinesWebPro\pines3.0\src\utils\BaseEchart.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 44
"d:\desktop\PinesWebPro\pines3.0\src\utils\UseEchart.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 26
"d:\desktop\PinesWebPro\pines3.0\src\utils\http.js", "JavaScript", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 13, 124
"d:\desktop\PinesWebPro\pines3.0\src\utils\pageR.js", "JavaScript", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 52
"d:\desktop\PinesWebPro\pines3.0\src\utils\request.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 36
"d:\desktop\PinesWebPro\pines3.0\src\views\403.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 55
"d:\desktop\PinesWebPro\pines3.0\src\views\404.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 55
"d:\desktop\PinesWebPro\pines3.0\src\views\charts.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 130
"d:\desktop\PinesWebPro\pines3.0\src\views\config\MobileCol.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29
"d:\desktop\PinesWebPro\pines3.0\src\views\config\StaffCol.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64
"d:\desktop\PinesWebPro\pines3.0\src\views\config\StudentCol.ts", "TypeScript", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78
"d:\desktop\PinesWebPro\pines3.0\src\views\config\TeacherCol.ts", "TypeScript", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83
"d:\desktop\PinesWebPro\pines3.0\src\views\dashboard.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 205, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 227
"d:\desktop\PinesWebPro\pines3.0\src\views\distribute.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 47
"d:\desktop\PinesWebPro\pines3.0\src\views\form.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 121
"d:\desktop\PinesWebPro\pines3.0\src\views\home.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34
"d:\desktop\PinesWebPro\pines3.0\src\views\info.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 63
"d:\desktop\PinesWebPro\pines3.0\src\views\login.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 138
"d:\desktop\PinesWebPro\pines3.0\src\views\manage.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 29
"d:\desktop\PinesWebPro\pines3.0\src\views\management\mobile_worker.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 225
"d:\desktop\PinesWebPro\pines3.0\src\views\management\student.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 299
"d:\desktop\PinesWebPro\pines3.0\src\views\management\stuff.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 260
"d:\desktop\PinesWebPro\pines3.0\src\views\management\teacher.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 318, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 334
"d:\desktop\PinesWebPro\pines3.0\src\views\permission.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 148
"d:\desktop\PinesWebPro\pines3.0\src\views\tabs.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 133
"d:\desktop\PinesWebPro\pines3.0\src\views\uploadPic.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 141
"d:\desktop\PinesWebPro\pines3.0\src\views\uploadPicCom\Comm.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50
"d:\desktop\PinesWebPro\pines3.0\src\views\uploadPicCom\Prefix.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 5
"d:\desktop\PinesWebPro\pines3.0\src\views\user.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 175
"d:\desktop\PinesWebPro\pines3.0\src\vite-env.d.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10
"d:\desktop\PinesWebPro\pines3.0\tsconfig.json", "JSON with Comments", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 28
"d:\desktop\PinesWebPro\pines3.0\tsconfig.node.json", "JSON", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\desktop\PinesWebPro\pines3.0\typings.d.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\desktop\PinesWebPro\pines3.0\vite.config.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 40
"Total", "-", 1225, 879, 22, 99, 19, 39, 490, 3211, 104, 3, 195999, 4, 138, 14, 354, 278, 71165, 35248, 309291
